municipality_name,municipality_type,ward_no,latitude,longitude,population,household_size,households,road_distance_km,highway_distance_km,hospital_distance_km,school_distance_km,bank_distance_km,market_distance_km,bus_stop_distance_km,tourist_distance_km,electricity_access_pct,internet_access_pct,water_access_pct,average_income_npr,land_price_per_kattha_npr,rent_price_npr,commercial_buildings,industries,agriculture_pct,footfall_index,crime_rate_index,flood_risk_index,landslide_risk_index,purchasing_power_index,business_density,urbanization_rate,development_index,investment_score,recommended_business,business_success_probability
Mayadevi,Rural,7,27.629596,83.314943,1523,6.01,253,3.17,1.75,18.18,2.28,7.19,5.78,4.1,9.09,90.81,33.7,72.91,9557.63,1693983.09,2163.4,8,1,70.76,23.79,1.2,2.54,0.82,30.21,5.25,57.66,49.19,19.65,Fertilizer Store,0.5835
Marchawari,Rural,3,27.724565,83.560971,571,6.01,95,0.46,7.08,12.48,4.1,2.83,2.42,4.74,16.39,89.23,21.92,62.53,18674.65,2164234.69,5364.17,5,0,75.74,20.63,0.95,1.8,0.71,29.34,5.0,26.41,47.0,20.37,Agro-vet Clinic,0.6025
Kanchan,Rural,4,27.468036,83.591604,1512,5.73,263,4.15,5.05,14.06,4.52,7.42,6.81,0.9,18.28,64.29,10.19,76.8,16840.33,2037891.62,2442.3,17,0,83.46,4.98,2.62,0.13,1.06,48.92,11.24,57.12,32.73,20.55,Cold Storage,0.95
Lumbini Sanskritik,Semi-Urban,6,27.769071,83.549593,2240,5.22,429,1.42,0.27,2.86,1.39,2.66,3.11,1.11,1.66,87.7,62.68,91.53,45931.89,9238279.2,11435.14,0,5,13.56,49.61,2.31,1.65,1.11,36.94,0.0,93.13,74.16,40.74,Stationery Shop,0.95
Omsatiya,Rural,5,27.705984,83.253985,724,6.2,116,3.46,15.66,10.62,2.99,6.41,3.14,0.23,8.01,62.81,48.24,52.39,17294.88,3266492.92,4473.91,9,0,52.0,12.84,2.08,9.23,1.24,31.6,9.0,39.72,40.66,22.96,Dairy Farm,0.5887
Tilottama,Urban,5,27.427984,83.316345,3638,4.4,827,0.66,0.44,2.49,1.3,0.76,0.57,0.18,26.77,98.03,86.34,96.46,45683.2,23923148.0,35471.97,207,8,4.05,78.34,6.72,0.44,1.67,12.53,56.9,100.0,84.29,60.25,Stationery Shop,0.7247
Tilottama,Urban,10,27.74194,83.648942,5361,4.54,1182,0.79,3.29,1.84,1.03,0.49,0.23,0.46,20.18,94.36,84.78,92.52,53325.92,23214615.75,26570.42,185,16,9.0,104.37,2.68,3.86,1.02,19.34,34.51,100.0,85.8,65.85,Polyclinic,0.7846
Kotahimai,Rural,5,27.747741,83.688123,1072,5.35,200,6.7,3.54,12.1,2.89,7.89,0.43,6.51,23.46,85.48,6.73,72.27,15037.7,1911716.67,1037.98,0,0,74.32,36.25,1.46,5.12,0.67,73.79,0.0,39.87,38.57,27.37,Fertilizer Store,0.95
Siyari,Rural,2,27.746368,83.452596,1057,6.06,174,2.03,8.11,6.37,3.11,3.19,2.62,6.99,18.84,70.49,71.05,62.08,22426.08,2264674.22,2342.37,13,0,80.15,27.68,1.25,9.54,0.22,67.1,12.3,42.87,59.27,22.82,Cold Storage,0.95
Siddharthanagar,Urban,8,27.52967,83.489094,5165,4.71,1097,0.5,1.91,2.1,1.13,0.65,1.22,0.72,13.49,98.83,93.06,95.39,45523.52,8444096.57,40335.47,114,20,14.31,82.97,0.39,3.68,1.07,11.01,22.07,100.0,93.18,66.81,Bookstore,0.7966
Sammarimai,Rural,4,27.78178,83.554606,1123,5.77,194,3.52,15.83,7.38,3.21,3.63,5.52,7.82,27.22,76.6,8.92,82.8,14913.97,2925607.43,3478.72,16,0,96.7,25.87,2.06,9.19,1.95,33.3,14.25,41.08,45.18,23.51,Cold Storage,0.5965
Kotahimai,Rural,4,27.678887,83.631603,1413,5.82,242,6.68,6.57,9.76,3.01,3.47,5.33,10.75,24.54,61.85,17.65,44.95,18980.46,1340346.38,1943.21,7,1,83.57,11.37,1.01,9.75,1.56,64.49,4.95,50.12,29.01,21.63,Fertilizer Store,0.95
Kanchan,Rural,4,27.618003,83.26839,1243,6.1,203,4.34,9.26,18.87,4.28,0.89,5.59,2.86,12.38,56.2,52.61,50.67,21229.08,1849753.46,1805.35,7,1,62.66,10.85,1.46,1.1,0.48,75.67,5.63,51.29,37.52,18.08,Dairy Farm,0.95
Siyari,Rural,7,27.447844,83.540703,1213,5.52,219,2.67,4.65,16.1,3.35,1.69,3.1,0.22,28.46,76.54,14.74,64.68,22541.92,1692657.72,2892.47,5,1,100.0,11.42,1.78,7.5,0.52,57.91,4.12,38.39,38.3,23.25,Cold Storage,0.95
Gaidahawa,Rural,6,27.573914,83.427858,1363,5.13,265,0.23,4.67,9.39,4.01,8.97,6.55,5.34,22.1,58.1,41.26,68.49,11178.05,1288586.38,2277.07,20,1,73.73,16.53,0.62,5.67,0.09,34.11,14.67,56.77,44.03,21.17,Dairy Farm,0.7224
Omsatiya,Rural,4,27.413035,83.41843,402,5.61,71,2.29,8.84,8.4,2.31,9.03,8.85,3.39,0.92,82.93,48.45,50.2,16704.61,2376764.87,2209.24,1,2,86.85,17.16,0.68,3.72,0.6,52.05,1.0,16.41,48.84,31.82,Cold Storage,0.95
Butwal,Urban,6,27.623059,83.452292,7766,4.56,1704,0.58,1.52,4.8,1.42,1.37,0.87,0.43,12.06,99.17,93.71,92.91,42578.64,23173486.26,29404.62,150,20,10.58,123.49,2.3,2.84,1.75,14.0,19.31,100.0,88.89,80.08,Tutoring Center,0.8917
Kotahimai,Rural,2,27.535304,83.248895,714,6.3,113,3.05,9.34,0.63,3.47,7.82,5.85,2.18,10.76,55.42,34.2,71.7,15301.37,2991605.95,2240.18,7,0,88.08,21.52,2.75,3.05,0.78,47.22,7.0,27.8,43.54,19.96,Fertilizer Store,0.95
Omsatiya,Rural,6,27.614756,83.632853,1225,5.75,213,6.2,5.41,6.55,5.19,4.91,8.47,3.49,8.09,76.77,23.56,54.23,14389.48,2238695.29,3115.59,10,0,69.71,25.5,1.11,4.97,1.8,34.96,8.16,49.84,38.98,16.57,Dairy Farm,0.5772
Tilottama,Urban,12,27.6371,83.543077,3215,4.85,663,0.91,0.67,1.88,0.12,1.34,0.17,0.61,14.18,97.2,91.99,92.61,37872.09,21297747.25,32374.37,260,13,0.0,72.45,5.04,3.19,1.15,11.35,80.87,100.0,86.77,68.19,Polyclinic,0.8428
Tilottama,Urban,10,27.752524,83.317987,5636,4.8,1174,1.13,0.6,0.39,0.75,0.89,1.25,0.53,26.68,93.64,93.31,100.0,39294.38,16149719.71,30259.96,238,15,1.95,78.39,4.19,3.62,0.7,12.57,42.23,100.0,89.88,66.04,Polyclinic,0.6954
Tilottama,Urban,9,27.567798,83.572362,3678,4.37,841,0.28,1.61,3.13,0.55,0.52,0.96,0.73,12.38,94.51,95.03,92.3,41157.48,18176066.82,22908.72,209,13,17.6,81.61,4.71,2.79,1.29,17.21,56.82,100.0,87.0,84.09,Tutoring Center,0.869
Mayadevi,Rural,2,27.682432,83.621867,1291,6.38,202,4.03,1.76,13.3,4.81,5.83,2.32,5.74,16.14,100.0,47.19,70.02,16583.78,2567425.19,4193.55,12,0,87.67,20.79,2.43,6.48,0.48,31.93,9.3,47.23,55.99,24.57,Dairy Farm,0.797
Devdaha,Semi-Urban,2,27.42938,83.229293,3237,5.17,626,2.19,4.69,5.6,1.67,1.42,3.22,1.28,25.73,87.39,56.76,87.84,5000.0,3318340.34,11010.94,26,3,26.67,51.33,2.96,1.74,1.85,4.16,8.03,100.0,68.93,45.69,Hardware Store,0.3227
Siyari,Rural,1,27.531628,83.351526,2243,5.64,397,0.56,10.06,16.45,3.34,8.27,7.19,4.25,31.38,89.0,13.06,94.77,13531.23,1261074.62,4886.28,12,1,66.73,17.86,2.28,6.17,0.37,22.99,5.35,82.07,49.02,24.6,Agro-vet Clinic,0.423
Marchawari,Rural,3,27.543184,83.568311,1189,6.42,185,3.16,11.4,8.29,5.74,7.91,6.52,2.61,30.21,66.85,36.11,48.47,16176.19,2656240.4,3714.04,18,0,83.23,27.0,0.5,0.35,1.8,34.31,15.14,47.9,37.42,23.67,Dairy Farm,0.8471
Marchawari,Rural,6,27.633942,83.697622,1024,5.84,175,1.38,16.27,8.78,1.84,6.25,7.65,6.34,18.92,80.28,36.28,83.35,19577.84,966159.3,1668.46,9,0,71.45,24.62,2.05,0.07,1.11,73.37,8.79,42.89,55.46,32.58,Agro-vet Clinic,0.95
Sammarimai,Rural,3,27.587183,83.283628,1065,5.85,181,1.04,10.52,15.38,3.67,5.96,5.09,3.41,11.31,78.91,25.32,86.23,17066.81,2619190.23,3687.75,10,0,78.06,48.18,2.28,4.33,1.94,36.41,9.39,42.53,48.18,41.74,Agro-vet Clinic,0.6976
Rohini,Rural,6,27.42358,83.221902,1516,6.23,243,3.31,8.27,26.34,2.25,6.36,8.09,3.86,10.1,46.38,26.42,38.02,20486.71,1475531.85,3494.44,7,2,85.07,16.92,0.69,1.3,0.0,45.58,4.62,52.76,17.11,11.21,Cold Storage,0.9028
Omsatiya,Rural,2,27.76611,83.528012,1367,5.74,238,4.78,4.07,16.49,3.51,8.47,2.81,1.77,9.76,70.71,29.23,53.65,19601.01,1491344.56,4616.68,7,0,77.5,7.43,1.46,7.42,0.65,34.9,5.12,50.56,33.11,17.67,Dairy Farm,0.6325
Sainamaina,Semi-Urban,9,27.737119,83.396551,2555,5.26,486,0.42,3.86,5.75,1.38,4.86,2.52,1.56,26.1,90.21,97.24,52.63,5000.0,15228089.62,7658.65,52,6,38.13,60.37,2.55,1.77,0.13,5.77,20.35,100.0,71.27,39.45,Stationery Shop,0.3692
Omsatiya,Rural,1,27.759712,83.282889,1447,5.95,243,2.83,11.89,6.07,2.27,8.73,6.16,5.69,17.08,100.0,6.19,59.43,18443.54,2300656.25,4628.75,21,0,87.26,34.95,1.02,3.18,0.05,32.77,14.51,55.63,44.24,31.61,Fertilizer Store,0.7657
Rohini,Rural,3,27.77049,83.681826,576,6.19,93,1.53,13.25,11.33,1.64,4.27,3.1,9.93,28.51,72.92,37.38,57.41,16581.97,1133278.93,1998.95,17,0,89.59,11.38,0.77,1.04,1.13,55.29,17.0,27.2,45.75,26.04,Agro-vet Clinic,0.95
Siyari,Rural,7,27.673549,83.523813,1126,5.44,207,5.75,10.14,9.8,3.02,7.7,5.1,5.37,28.09,63.47,0.0,54.14,18540.85,1760377.7,4329.72,2,2,84.71,28.68,1.89,6.95,1.66,34.79,1.78,39.17,24.18,21.84,Dairy Farm,0.6871
Sudhodhan,Rural,4,27.527792,83.32058,2259,5.05,447,1.58,7.05,15.79,2.84,5.46,2.95,1.2,1.4,71.39,43.66,61.35,17708.53,941374.88,3095.31,10,0,75.74,33.17,2.45,6.45,1.53,43.24,4.43,79.05,43.52,21.53,Dairy Farm,0.9013
Butwal,Urban,16,27.411236,83.429669,5621,4.03,1394,1.48,1.19,0.0,0.71,1.72,0.9,0.56,20.4,100.0,91.89,89.61,45261.76,19335409.02,28822.95,136,12,8.43,103.04,3.27,1.18,1.68,15.18,24.19,100.0,88.61,69.91,Medical Supply Store,0.95
Sainamaina,Semi-Urban,7,27.503729,83.378308,1969,5.29,371,1.87,8.51,6.07,3.07,4.11,2.55,0.91,27.51,93.86,55.09,79.92,40720.07,13500921.84,16242.56,53,1,44.57,27.48,4.45,2.25,1.6,23.62,26.92,96.9,64.28,45.23,Dairy Farm,0.7806
Mayadevi,Rural,4,27.734743,83.299419,1429,5.15,277,3.0,1.19,10.18,1.21,0.63,5.04,4.39,22.04,71.03,33.5,47.0,21840.08,1691345.02,762.93,6,1,71.13,42.68,2.02,8.33,1.59,123.89,4.2,53.93,40.98,24.98,Tutoring Center,0.95
Marchawari,Rural,4,27.789282,83.532893,395,5.37,73,1.3,7.06,9.8,0.92,6.84,3.21,1.91,13.39,84.34,6.22,92.93,20300.5,3440285.38,2916.21,11,0,90.65,26.13,0.51,4.94,0.68,51.84,11.0,19.06,51.22,35.31,Tutoring Center,0.95
Mayadevi,Rural,8,27.472009,83.448012,634,5.62,112,0.73,0.45,13.95,6.04,3.0,6.66,3.24,18.5,69.2,36.55,65.19,23386.28,2117025.85,3087.94,14,0,90.79,36.55,2.32,8.47,1.3,57.21,14.0,27.38,42.81,28.72,Dairy Farm,0.95
Kotahimai,Rural,3,27.444866,83.307494,1023,6.0,170,5.59,2.96,18.52,4.67,16.67,1.88,3.18,33.6,63.17,28.56,68.99,14933.88,2522155.07,3751.77,9,1,80.5,26.89,1.37,4.93,0.39,31.43,8.8,40.14,29.48,32.08,Dairy Farm,0.7436
Tilottama,Urban,11,27.681694,83.457208,2599,4.08,637,0.51,1.35,1.14,1.28,0.75,1.53,0.52,5.81,99.16,92.22,97.94,57803.88,22421294.52,29107.49,223,3,10.53,81.28,4.4,3.55,1.47,19.2,85.8,100.0,90.2,85.1,Pharmacy,0.8351
Marchawari,Rural,4,27.492258,83.460756,1233,6.35,194,0.76,4.64,1.53,3.26,9.25,6.92,6.77,6.35,75.15,40.44,61.01,10898.86,2341348.29,3417.42,8,2,75.66,42.39,0.81,9.74,0.03,24.67,6.49,47.49,50.66,30.53,Dairy Farm,0.4964
Kanchan,Rural,2,27.601961,83.681315,721,5.98,120,0.79,13.11,15.07,2.61,5.2,7.65,5.07,13.18,89.76,22.72,55.26,11870.07,1463886.41,3814.72,4,0,74.23,14.71,1.51,5.12,1.19,24.65,4.0,30.96,42.57,21.21,Cold Storage,0.5121
Kotahimai,Rural,4,27.582575,83.477194,1695,5.59,303,4.7,4.32,6.76,1.6,5.22,7.8,2.81,3.46,97.14,41.54,51.61,13498.96,3359237.19,3835.4,2,0,85.62,13.03,2.82,8.9,1.16,27.92,1.18,55.96,51.47,28.66,Agro-vet Clinic,0.4286
Butwal,Urban,12,27.607385,83.534828,5574,4.07,1369,0.59,4.05,0.32,2.05,0.81,1.26,0.54,23.07,99.86,89.51,100.0,33590.33,22227181.18,30397.09,236,10,8.71,84.58,3.7,2.45,1.35,10.7,42.34,100.0,90.87,63.23,Polyclinic,0.7183
Sainamaina,Semi-Urban,10,27.659809,83.699378,1280,4.77,268,1.6,6.06,5.68,1.49,0.94,2.7,0.97,5.2,85.0,69.77,73.48,40995.05,10928184.91,7897.11,82,0,26.33,11.6,1.7,1.8,0.73,46.08,64.06,93.3,69.53,42.87,Tutoring Center,0.95
Sainamaina,Semi-Urban,5,27.66633,83.207136,1883,5.29,356,2.04,1.73,4.05,1.74,5.36,2.89,0.84,3.68,98.17,85.25,74.08,5000.0,4163311.09,12213.87,64,5,35.22,55.44,2.16,1.61,0.12,3.78,33.99,100.0,77.08,48.44,Handicraft Shop,0.5157
Butwal,Urban,16,27.575849,83.264575,5046,4.94,1021,0.47,1.46,3.54,0.62,0.65,1.3,0.33,10.83,98.44,90.56,92.74,61557.22,23741923.61,35343.33,126,18,14.81,85.78,1.93,2.74,1.22,16.94,24.97,100.0,89.35,80.38,Bookstore,0.8132
Siyari,Rural,3,27.561804,83.624002,1035,5.29,195,2.51,3.53,17.43,2.18,4.29,7.53,1.29,21.71,63.35,58.55,75.74,15510.72,921206.6,2854.12,7,0,77.99,23.46,0.92,8.09,1.23,40.24,6.76,40.45,51.76,29.49,Agro-vet Clinic,0.95
Mayadevi,Rural,7,27.685732,83.56192,965,6.19,156,4.94,10.25,12.0,3.79,4.57,6.3,4.59,23.77,70.0,34.29,92.67,20959.62,1108638.71,1843.04,7,0,77.97,24.36,0.42,1.08,0.5,73.72,7.0,38.36,52.58,16.56,Cold Storage,0.95
Kanchan,Rural,4,27.616666,83.387554,1046,6.2,168,1.88,5.26,12.78,2.79,2.96,7.38,5.22,28.98,88.22,33.71,68.38,14279.38,2403046.9,3181.19,10,0,70.42,38.46,1.99,3.58,0.81,34.15,9.56,44.25,51.25,25.99,Cold Storage,0.6866
Rohini,Rural,3,27.529579,83.480982,1856,5.2,356,3.86,8.12,14.91,5.53,4.53,4.17,9.43,34.43,57.93,22.95,51.13,14762.21,2913103.45,1630.27,8,1,56.7,7.69,0.38,9.0,0.82,56.12,4.31,71.87,29.22,13.99,Cold Storage,0.7138
Butwal,Urban,19,27.639962,83.387869,5859,4.7,1245,0.29,2.04,3.51,1.17,0.95,0.81,0.44,13.24,99.67,80.68,97.1,44864.68,21603897.92,27349.32,236,14,8.88,74.57,3.4,3.43,0.78,15.83,40.28,100.0,86.13,63.11,Tutoring Center,0.5872
Siddharthanagar,Urban,3,27.463942,83.419243,4876,4.86,1003,0.23,2.17,1.26,0.96,1.01,0.85,0.89,6.5,96.73,91.95,89.08,37312.67,13992786.42,20511.63,188,14,16.71,102.55,2.33,4.31,0.11,17.35,38.56,100.0,88.53,67.49,Polyclinic,0.8648
Sainamaina,Semi-Urban,6,27.580772,83.640758,2250,4.98,452,2.16,0.22,5.68,1.9,1.09,3.37,1.79,0.72,92.2,78.97,76.55,5000.0,5642781.5,10104.3,56,3,52.2,84.13,0.95,0.25,1.8,4.5,24.89,100.0,76.21,49.4,Agro-vet Clinic,0.5721
Sudhodhan,Rural,4,27.672076,83.265751,790,5.95,132,1.63,2.6,17.9,4.73,9.12,4.26,4.31,8.06,69.78,9.61,41.86,8939.49,2406956.72,2679.58,9,2,69.79,37.98,1.52,6.09,1.96,24.29,9.0,36.36,22.2,19.02,Fertilizer Store,0.4426
Marchawari,Rural,4,27.453663,83.334254,1780,5.06,351,3.8,7.63,13.48,4.28,9.96,3.41,4.35,15.54,71.14,46.62,69.37,18474.19,2289445.16,3010.82,16,0,88.92,24.26,1.7,7.17,0.94,46.06,8.99,63.13,44.91,26.23,Dairy Farm,0.95
Tilottama,Urban,13,27.57578,83.532345,4788,4.04,1185,0.28,2.14,0.35,1.36,0.88,0.8,0.55,13.25,94.8,95.77,96.73,35789.18,23625517.11,31656.39,152,14,0.0,88.85,5.46,4.73,1.66,10.96,31.75,100.0,88.88,68.71,Medical Supply Store,0.5014
Marchawari,Rural,4,27.505847,83.356495,933,5.72,163,5.84,4.46,20.74,0.61,4.54,7.89,3.54,8.31,64.84,32.96,60.66,19038.62,1625102.28,3273.53,19,1,82.96,17.3,0.27,4.1,1.64,44.55,19.0,40.7,36.69,18.99,Bookstore,0.7558
Devdaha,Semi-Urban,6,27.476715,83.215804,2575,5.3,486,1.62,2.25,3.98,1.34,6.62,3.29,1.27,28.4,91.43,60.29,73.4,5000.0,6253273.59,8232.56,8,4,52.84,46.16,2.8,4.07,1.27,5.42,3.11,94.6,65.45,33.56,Stationery Shop,0.2913
Kotahimai,Rural,6,27.401557,83.369551,1063,6.08,174,3.4,11.29,8.69,1.29,6.31,0.18,3.36,20.56,56.21,44.53,72.71,22204.07,2555862.7,3636.96,13,1,67.46,27.46,1.65,7.44,1.12,47.89,12.23,46.85,46.32,31.18,Bookstore,0.95
Rohini,Rural,1,27.585646,83.337395,1405,5.97,235,1.16,12.75,13.8,4.32,9.44,0.85,2.96,14.74,96.56,45.9,44.75,14719.69,2311087.87,3409.18,3,3,70.12,25.49,1.96,5.82,1.73,33.38,2.14,52.32,46.08,26.35,Cold Storage,0.5716
Lumbini Sanskritik,Semi-Urban,2,27.658075,83.422516,1594,5.04,316,0.89,2.08,3.75,2.59,1.86,2.49,0.66,0.67,90.51,79.33,81.72,43887.25,13639353.17,9100.58,53,2,33.22,38.76,3.04,4.49,0.18,43.45,33.25,89.06,76.26,46.26,Travel Agency,0.95
Lumbini Sanskritik,Semi-Urban,1,27.529726,83.460376,3088,4.83,639,0.2,3.89,4.81,1.61,2.56,2.75,2.75,0.5,96.84,79.93,90.37,50368.86,12643496.48,11751.12,52,0,28.04,13.21,1.91,2.59,0.11,39.5,16.84,100.0,82.55,42.01,Boutique Hotel,0.95
Gaidahawa,Rural,1,27.731042,83.477492,2288,5.82,393,4.24,9.41,14.03,3.88,4.5,4.27,4.92,7.16,93.18,53.79,66.66,25280.17,1514121.72,1762.42,11,0,78.98,17.74,1.44,9.85,1.59,91.51,4.81,79.35,56.45,27.95,Agro-vet Clinic,0.95
Lumbini Sanskritik,Semi-Urban,4,27.54603,83.689574,2848,4.86,585,2.3,3.4,0.92,1.35,2.19,1.78,1.67,2.61,97.01,64.85,83.92,22979.28,6051067.25,9226.59,39,8,45.68,96.4,2.26,4.45,1.25,22.47,13.69,100.0,76.29,55.67,Medical Supply Store,0.9152
Tilottama,Urban,13,27.666978,83.473164,5147,4.28,1201,1.14,2.04,0.59,2.01,0.5,0.54,0.79,11.35,99.26,90.95,97.25,40157.06,14477326.2,40508.44,132,14,3.41,77.51,4.68,1.11,0.09,9.67,25.65,100.0,89.02,63.28,Medical Supply Store,0.8862
Rohini,Rural,2,27.611308,83.688195,1463,5.26,278,2.01,16.22,9.15,4.2,9.18,4.8,4.05,15.92,44.58,48.43,69.49,14111.5,3354730.28,1376.06,3,1,81.5,7.53,2.17,6.21,0.14,59.39,2.05,50.64,39.72,18.39,Dairy Farm,0.95
Mayadevi,Rural,5,27.457235,83.589592,1137,5.35,212,2.87,13.26,18.48,3.31,8.4,4.82,7.03,8.63,75.24,63.53,35.53,16289.02,3821678.59,1616.71,11,1,91.16,13.78,0.2,7.07,1.37,62.25,9.67,41.16,41.37,20.89,Cold Storage,0.95
Tilottama,Urban,15,27.623682,83.419791,6694,4.4,1522,0.02,0.22,2.28,0.95,0.09,2.03,0.96,21.98,98.22,99.72,88.32,22339.62,12690642.93,14045.36,232,12,11.86,76.83,3.11,3.94,0.41,14.85,34.66,100.0,90.65,66.23,Bookstore,0.6525
Siddharthanagar,Urban,6,27.541599,83.521992,3644,4.45,819,0.91,2.38,0.58,0.61,1.01,1.19,0.7,19.47,99.66,82.86,94.24,29006.34,19659354.65,25044.45,139,16,13.6,75.19,6.25,1.58,1.95,11.14,38.14,100.0,84.45,65.44,Pharmacy,0.6004
Butwal,Urban,6,27.522709,83.478766,7476,4.94,1512,0.75,2.67,3.81,1.46,0.4,0.62,0.66,9.84,99.02,93.26,96.13,40890.83,17660638.83,27667.4,171,14,11.49,41.14,8.94,0.04,0.62,14.26,22.87,100.0,83.99,51.24,Stationery Shop,0.4373
Sammarimai,Rural,7,27.677582,83.699415,991,5.67,174,3.53,7.7,22.51,2.98,6.57,1.58,1.98,10.48,71.78,34.7,100.0,17357.41,2292552.11,2802.67,12,2,97.68,-3.59,0.5,8.02,0.27,45.65,12.0,35.23,50.53,17.23,Agro-vet Clinic,0.8927
Kanchan,Rural,4,27.519908,83.471806,751,6.05,124,4.86,14.16,9.38,5.14,7.33,4.52,6.28,11.89,80.0,56.25,63.1,12197.15,1787944.33,2816.8,13,0,88.32,21.26,2.36,1.19,1.3,31.96,13.0,31.24,50.74,27.57,Dairy Farm,0.95
Lumbini Sanskritik,Semi-Urban,2,27.511954,83.617142,2565,5.34,480,0.6,0.38,1.0,1.1,0.91,1.29,0.58,2.57,88.87,57.04,83.45,5000.0,12865777.07,12663.56,12,5,31.68,53.31,2.88,1.44,0.19,3.66,4.68,100.0,71.76,36.27,Polyclinic,0.4316
Sainamaina,Semi-Urban,9,27.768718,83.332459,2262,5.44,415,0.2,0.29,2.17,2.35,3.09,3.05,1.62,6.1,97.43,64.68,77.08,46917.36,704436.8,11001.75,43,0,24.43,40.94,3.04,3.64,0.68,39.09,19.01,100.0,72.78,50.45,Grocery Store,0.95
Kanchan,Rural,4,27.631918,83.491471,1067,5.74,185,6.87,5.01,15.32,1.07,12.84,4.62,8.59,1.11,65.88,41.68,78.19,20014.67,2445908.87,3738.4,16,0,85.35,7.78,0.68,5.72,0.28,42.24,15.0,42.81,43.18,25.69,Stationery Shop,0.8584
Tilottama,Urban,13,27.492479,83.446694,5494,4.08,1346,0.25,1.1,0.27,0.22,0.38,0.67,0.41,6.23,99.63,93.76,85.1,51252.11,24863099.41,37574.03,184,3,2.23,75.53,1.84,4.18,1.83,13.29,33.49,100.0,90.43,61.12,Medical Supply Store,0.7158
Marchawari,Rural,2,27.608828,83.347562,2093,6.19,337,4.29,9.87,22.52,1.84,9.09,5.38,5.11,25.05,68.64,40.38,68.6,19402.68,2762794.45,2319.91,7,0,92.77,38.03,0.88,8.03,1.11,58.44,3.34,67.76,39.45,28.5,Fertilizer Store,0.95
Marchawari,Rural,3,27.621157,83.241501,807,6.17,130,6.0,7.67,8.09,1.58,5.98,7.86,9.08,22.64,44.17,24.74,62.77,17525.37,2200461.7,3706.73,6,1,76.67,36.73,0.96,1.46,1.09,37.23,6.0,33.61,32.1,19.43,Fertilizer Store,0.7311
Kanchan,Rural,4,27.671149,83.652308,1542,5.56,277,3.6,5.21,13.43,3.59,7.39,7.2,4.19,34.76,68.24,65.15,95.54,23915.75,2582655.96,4353.79,7,0,65.42,13.01,1.33,1.93,1.96,44.67,4.54,59.43,60.98,20.25,Agro-vet Clinic,0.95
Lumbini Sanskritik,Semi-Urban,10,27.553445,83.423077,452,5.29,85,0.31,5.78,0.64,0.2,0.45,2.33,2.42,1.77,88.44,50.6,87.03,51376.9,3457339.11,9924.03,58,5,38.96,43.79,2.46,4.78,1.69,47.03,58.0,55.07,72.1,60.57,Medical Supply Store,0.95
Rohini,Rural,5,27.458587,83.314503,1410,5.72,246,2.58,11.77,16.16,2.86,1.41,5.3,4.43,29.47,45.42,58.94,76.9,18726.78,2203188.08,3378.51,7,0,67.19,42.78,1.34,0.12,1.91,42.77,4.96,54.94,47.57,25.92,Cold Storage,0.95
Marchawari,Rural,5,27.662303,83.540581,368,5.71,64,5.64,5.98,11.14,5.12,12.5,3.54,4.28,19.88,64.43,52.96,71.98,22207.73,3403706.98,996.76,7,1,69.21,27.52,0.99,9.35,1.97,111.22,7.0,23.08,44.94,27.73,Dairy Farm,0.95
Kotahimai,Rural,3,27.741242,83.236837,555,5.84,95,5.12,6.67,11.27,3.01,7.76,1.96,5.79,21.18,58.83,68.27,75.61,14634.57,1614553.27,4326.34,2,0,80.16,24.56,1.69,1.62,1.56,27.48,2.0,23.4,52.3,39.11,Agro-vet Clinic,0.8006
Marchawari,Rural,1,27.682256,83.552416,200,5.44,36,0.13,8.92,10.9,3.89,7.71,4.9,4.34,2.55,87.22,27.85,76.15,23490.87,2657692.66,2505.61,13,1,81.47,21.99,2.19,2.72,1.06,67.01,13.0,16.76,50.23,35.81,Fertilizer Store,0.95
Sainamaina,Semi-Urban,8,27.632447,83.275759,2938,5.29,555,1.38,5.6,4.4,0.3,1.66,3.08,2.79,13.18,89.95,64.32,85.18,5000.0,6914509.27,9627.44,70,2,33.51,59.46,1.83,1.35,0.79,4.7,23.83,100.0,74.12,52.5,Bookstore,0.5656
Tilottama,Urban,13,27.51527,83.614947,7747,4.69,1650,0.66,1.87,3.19,1.22,1.9,0.89,0.81,16.84,95.46,95.94,96.43,54040.37,19714896.4,33244.23,141,12,6.58,68.7,4.73,0.12,0.17,15.78,18.2,100.0,87.73,55.41,Bookstore,0.6574
Mayadevi,Rural,6,27.417176,83.693231,947,6.01,157,3.14,6.42,14.99,3.86,7.55,4.5,1.89,44.29,72.37,32.21,59.14,22893.79,1971022.59,3529.18,10,0,97.15,22.35,0.7,6.92,1.9,50.55,10.0,33.27,39.11,24.67,Dairy Farm,0.95
Gaidahawa,Rural,8,27.794658,83.694448,1102,5.31,207,0.76,6.97,13.15,4.13,5.62,6.33,5.28,3.94,85.07,11.75,94.88,25279.05,2419816.99,4142.06,8,0,71.65,19.91,1.8,3.51,1.12,49.16,7.26,44.77,50.27,27.9,Fertilizer Store,0.95
Kotahimai,Rural,5,27.60879,83.462438,1968,6.25,314,2.79,1.95,17.14,5.21,5.75,8.04,1.37,11.45,75.65,59.18,60.02,15137.74,1719763.06,2903.9,8,3,74.19,17.78,0.79,6.05,0.42,38.78,4.07,69.98,48.73,31.55,Fertilizer Store,0.95
